"","gene.symbol","cell.type","gene.weight","ensembl.id"
"461","ANKRD22","B",0.0691204133938741,"ENSG00000152766"
"462","DTHD1","B",0.112175275199473,"ENSG00000197057"
"463","TSHZ3","B",0.134179023913755,"ENSG00000121297"
"464","SH2D1A","B",0.113322808353525,"ENSG00000183918"
"465","MITF","B",0.121293531641515,"ENSG00000187098"
"466","ZNF503-AS2","B",0.122939219673959,"ENSG00000237149"
"467","PRDM5","B",0.135160984132768,"ENSG00000138738"
"468","C11orf42","B",0.0958735979212478,"ENSG00000180878"
"469","S100A9","B",0.114886977772018,"ENSG00000163220"
"470","SGMS2","B",0.0878263359776133,"ENSG00000164023"
"471","LINC01124","B",0.0867949414650571,"ENSG00000222033"
"472","IGSF6","B",0.137096650047493,"ENSG00000140749"
"473","CLEC5A","B",0.109782919913312,"ENSG00000258227"
"475","G0S2","B",0.0834657084061665,"ENSG00000123689"
"476","PLA2G7","B",0.122870831870085,"ENSG00000146070"
"477","S100A8","B",0.122692592157004,"ENSG00000143546"
"478","LGALS12","B",0.106647792237144,"ENSG00000133317"
"479","ENC1","B",0.126673625208983,"ENSG00000171617"
"480","C10orf95","B",0.117425690310533,"ENSG00000120055"
"481","PDE4B","B",0.0947907851753184,"ENSG00000184588"
"483","OLIG1","B",0.113654798648216,"ENSG00000184221"
"484","TNFAIP2","B",0.0818211456432049,"ENSG00000185215"
"485","SLC6A12","B",0.122180673960698,"ENSG00000111181"
"486","FCAR","B",0.0918058445723281,"ENSG00000186431"
"487","S1PR5","B",0.132006098651193,"ENSG00000180739"
"488","HCAR2","B",0.130582031741839,"ENSG00000182782"
"489","MEFV","B",0.125620958705503,"ENSG00000103313"
"490","BNC2","B",0.0856322234062587,"ENSG00000173068"
"491","PRSS23","B",0.135120719791324,"ENSG00000150687"
"492","MFAP4","B",0.126188528314311,"ENSG00000166482"
"493","IGFBP5","B",0.136730258341621,"ENSG00000115461"
"494","MIR663A","B",0.108234068256791,"ENSG00000284419"
"495","KLK10","B",0.10641372507742,"ENSG00000129451"
"496","SLITRK4","B",0.0345081316560536,"ENSG00000179542"
"497","IL1B","B",0.0777953195014397,"ENSG00000125538"
"498","TREM1","B",0.13266801483228,"ENSG00000124731"
"499","SOX3","B",0.0929250568190073,"ENSG00000134595"
"500","FCER1G","B",0.12434440778539,"ENSG00000158869"
