"","gene.symbol","cell.type","gene.weight","ensembl.id"
"456","MYL3","NK",6.92404690982687,"ENSG00000160808"
"457","CX3CR1","NK",5.10752025984969,"ENSG00000168329"
"458","FUT5","NK",10.061665948614,"ENSG00000130383"
"459","PEX11A","NK",5.70621852788542,"ENSG00000166821"
"460","AIMP1","NK",6.79908533802202,"ENSG00000164022"
"461","ACAD8","NK",5.58649904480026,"ENSG00000151498"
"462","EIF2AK3","NK",5.29147054299416,"ENSG00000172071"
"463","PRMT5","NK",9.28369261080083,"ENSG00000100462"
"464","TMEM132E","NK",6.37675212026079,"ENSG00000181291"
"465","TUSC1","NK",5.29291020630284,"ENSG00000198680"
"466","DNAJC27","NK",8.4303913641508,"ENSG00000115137"
"467","FAM71E2","NK",5.64266132560723,NA
"468","PEG10","NK",7.99114561176337,"ENSG00000242265"
"469","LDLRAD1","NK",4.82813915416754,"ENSG00000203985"
"470","CSTL1","NK",9.15833578203342,"ENSG00000125823"
"471","MCAM","NK",5.5999495753614,"ENSG00000076706"
"472","KLRC2","NK",6.01757975300755,"ENSG00000205809"
"473","GUCA2B","NK",9.82420234747376,"ENSG00000044012"
"474","KMT5C","NK",10.477560835933,"ENSG00000133247"
"475","IER2","NK",6.39608829486047,"ENSG00000160888"
"476","CD69","NK",6.2475067471502,"ENSG00000110848"
"477","ADM2","NK",6.09800001408072,"ENSG00000128165"
"478","LTC4S","NK",5.49088089078688,"ENSG00000213316"
"479","EED","NK",4.7709763604896,"ENSG00000074266"
"480","ORAOV1","NK",6.78097629729145,NA
"481","NAT14","NK",7.84321644665903,"ENSG00000090971"
"482","CTRC","NK",6.11816525380322,"ENSG00000162438"
"483","CTNNAL1","NK",4.62114824750846,"ENSG00000119326"
"484","FCN1","NK",5.62423222344208,"ENSG00000085265"
"485","FOXE1","NK",4.64659674354178,"ENSG00000178919"
"486","C5orf45","NK",4.66585621750675,NA
"487","ADAMTS8","NK",12.073260740653,"ENSG00000134917"
"488","KLRC1","NK",4.64968746571217,"ENSG00000134545"
"489","MPP1","NK",4.72482846346278,"ENSG00000130830"
"490","TPT1","NK",5.08655814705681,"ENSG00000133112"
"491","TYMP","NK",4.64593211956192,"ENSG00000025708"
"492","MRGBP","NK",4.62412490470861,"ENSG00000101189"
"493","SSNA1","NK",5.36820124849234,"ENSG00000176101"
"494","CMTR2","NK",6.10998911029114,"ENSG00000180917"
"495","CREM","NK",6.74264074383509,"ENSG00000095794"
"496","ACTL10","NK",5.48462781868847,"ENSG00000288649"
"497","PRDM6","NK",7.35025760458453,"ENSG00000061455"
"498","SECISBP2","NK",4.67038493439396,"ENSG00000187742"
"499","ADAMTS15","NK",7.09332915071286,"ENSG00000166106"
"500","SMPX","NK",8.38585475593085,"ENSG00000091482"
