"","gene.symbol","cell.type","gene.weight","ensembl.id"
"109","FAM120A","8T",0.059412255048698,"ENSG00000048828"
"110","SVEP1","8T",0.049156509731178,"ENSG00000165124"
"111","SIRPA","8T",0.0404878221326343,"ENSG00000198053"
"112","PRODH2","8T",0.0435948349352733,"ENSG00000250799"
"113","KRT72","8T",0.057692652482404,"ENSG00000170486"
"114","ETV5","8T",0.0718920095284323,"ENSG00000244405"
"115","ANKRD16","8T",0.0582906476906797,"ENSG00000134461"
"116","COLEC12","8T",0.0699348474048918,"ENSG00000158270"
"117","RASGRP4","8T",0.0259284773243669,"ENSG00000171777"
"118","MAN2C1","8T",0.0610863636473016,"ENSG00000140400"
"119","SYT17","8T",0.072608884505397,"ENSG00000103528"
"120","AGPAT2","8T",0.0581560271632374,"ENSG00000169692"
"121","TMEM56","8T",0.0644088350147998,NA
"122","FAM69B","8T",0.0482680235441627,NA
"123","CD1A","8T",0.00309698135849668,"ENSG00000158477"
"124","STK16","8T",0.0500665210102449,"ENSG00000115661"
"125","NARS2","8T",0.059635202486591,"ENSG00000137513"
"126","ZNF480","8T",0.0150785850208396,"ENSG00000198464"
"127","RPL31","8T",0.0535850027650724,"ENSG00000071082"
"128","ZNF766","8T",0.0498541077516469,"ENSG00000196214"
"129","U2AF1","8T",0.0391147057267291,"ENSG00000160201"
"130","HSPBP1","8T",0.040713038916237,"ENSG00000133265"
"131","PPP1R3G","8T",0.0642463804633432,"ENSG00000219607"
"132","NFU1","8T",0.0584674828769941,"ENSG00000169599"
"133","BRSK1","8T",0.026798247304965,"ENSG00000160469"
"134","PGLYRP4","8T",0.0607016512461016,"ENSG00000163218"
"135","C8A","8T",0.054984173083885,"ENSG00000157131"
"136","MUSK","8T",0.0581596663214998,"ENSG00000030304"
"137","FCRL2","8T",0.0247225421367996,"ENSG00000132704"
"138","SP140","8T",0.0616111382499455,"ENSG00000079263"
"139","MPG","8T",0.0478728779099677,"ENSG00000103152"
"140","MIXL1","8T",0.018156968834441,"ENSG00000185155"
"141","MRPS18A","8T",0.0704792115174524,"ENSG00000096080"
"142","STARD5","8T",0.0467173659424826,"ENSG00000172345"
"143","NAA50","8T",0.0528774978968979,"ENSG00000121579"
"144","PPP1R12C","8T",0.0358107232029581,"ENSG00000125503"
"145","NAALADL1","8T",0.0436194926743931,"ENSG00000168060"
"146","PPP6R1","8T",0.0342625472510232,"ENSG00000105063"
"147","SP110","8T",0.0633509244543441,"ENSG00000135899"
"148","CST3","8T",0.0147170291059478,"ENSG00000101439"
"149","AC009950.1","8T",0.0582277214431348,NA
"150","DHX35","8T",0.0420560226581725,"ENSG00000101452"
"151","PTPRH","8T",0.063298243965923,"ENSG00000080031"
"152","CX3CL1","8T",0.0601658686370395,"ENSG00000006210"
"153","TNNI3","8T",0.0139027173951206,"ENSG00000129991"
"154","SYT5","8T",0.0160144930407879,"ENSG00000129990"
"155","PPP6C","8T",0.0488914748023265,"ENSG00000119414"
"156","SLC25A6","8T",0.056148278680077,"ENSG00000169100"
"157","ISOC2","8T",0.0218291531650205,"ENSG00000063241"
"158","SIX2","8T",0.0451946608223669,"ENSG00000170577"
"159","CTD-2537I9.19","8T",0.00296544592762087,NA
"160","NEIL1","8T",0.0495540121758081,"ENSG00000140398"
"161","POLE4","8T",0.0472562046887441,"ENSG00000115350"
"162","FCGR2B","8T",0.0550981231838352,"ENSG00000072694"
"163","OR2G3","8T",0.0577707252718056,"ENSG00000177476"
"164","CCNL1","8T",0.0319190561509235,"ENSG00000163660"
"165","FAM83D","8T",0.0285175646733207,"ENSG00000101447"
"166","ZNF860","8T",0.0678713297872109,"ENSG00000197385"
"167","FAM3D","8T",0.0554079290187841,"ENSG00000198643"
"168","COG2","8T",0.0477652189584909,"ENSG00000135775"
"169","CTD-2587H24.4","8T",0.0304169100037764,NA
"170","TDRD6","8T",0.0407852781655366,"ENSG00000180113"
"171","C1orf226","8T",0.0608285804666748,"ENSG00000239887"
"172","S100A9","8T",0.0195223743500404,"ENSG00000163220"
"173","LILRA4","8T",0.0232564441999532,"ENSG00000239961"
"174","LAMTOR1","8T",0.061359488638686,"ENSG00000149357"
"175","C6orf223","8T",0.0669228642297115,NA
"176","EPHA10","8T",0.0620382930781611,"ENSG00000183317"
"177","RP11-565P22.6","8T",0.0533674161281596,NA
"178","IL11","8T",0.0431169508517387,"ENSG00000095752"
"179","C3orf62","8T",0.0509877281406915,"ENSG00000188315"
"180","C1orf168","8T",0.0718665566818352,NA
"181","RP11-577H5.5","8T",0.0367318564087582,NA
"182","APOBEC1","8T",0.0233176522374817,"ENSG00000111701"
"183","SPDYE2B","8T",0.0406249652047957,"ENSG00000173678"
"184","CAMK1G","8T",0.061741998338516,"ENSG00000008118"
"185","OR5K2","8T",0.0724452186103499,"ENSG00000231861"
"186","HEY1","8T",0.0525705741677166,"ENSG00000164683"
"187","TMEM238","8T",0.0335107926552235,"ENSG00000233493"
"188","MYBPH","8T",0.0248116037277925,"ENSG00000133055"
"189","CCR2","8T",0.0366542980440662,"ENSG00000121807"
"190","TPST2","8T",0.0575051952738445,"ENSG00000128294"
"191","UBE2S","8T",0.0297483597276935,"ENSG00000108106"
"192","THRSP","8T",0.0447057074045499,"ENSG00000151365"
"193","CD93","8T",0.0598738758289529,"ENSG00000125810"
"194","TP53TG3F","8T",0.0140778629303233,"ENSG00000278848"
"195","LELP1","8T",0.034329281076873,"ENSG00000203784"
"196","PPIF","8T",0.00859400939375693,"ENSG00000108179"
"197","UTP15","8T",0.0419590128127182,"ENSG00000164338"
"198","ADRA1D","8T",0.0570778416518846,"ENSG00000171873"
"199","CST9","8T",0.0238577055692888,"ENSG00000173335"
"200","ST20-MTHFS","8T",0.0728536887084395,"ENSG00000259332"
"201","CYP46A1","B",0.0577697018911535,"ENSG00000036530"
"202","HHIPL1","B",0.0673693051542973,"ENSG00000182218"
"203","SLC39A9","B",0.124173669732297,"ENSG00000029364"
"204","GLMN","B",0.0573945463863186,"ENSG00000174842"
"205","JAML","B",0.0994435532487872,"ENSG00000160593"
"206","GPR176","B",0.0913928275438702,"ENSG00000166073"
"207","PLGLB1","B",0.130117926100036,"ENSG00000183281"
"208","SETD3","B",0.0890843286390555,"ENSG00000183576"
"209","ANKS6","B",0.129546761070495,"ENSG00000165138"
"210","FAM198A","B",0.0899696545083282,NA
"211","GZMM","B",0.0962260445758829,"ENSG00000197540"
"212","TMEM212","B",0.108656331654946,"ENSG00000186329"
"213","EIF4B","B",0.0585818339235376,"ENSG00000063046"
"214","VSX1","B",0.0555172740177467,"ENSG00000100987"
"215","FLYWCH2","B",0.108337635972562,"ENSG00000162076"
"216","CEACAM4","B",0.106927903364114,"ENSG00000105352"
"217","CREBL2","B",0.123882020416171,"ENSG00000111269"
"218","S100P","B",0.0355740842765692,"ENSG00000163993"
"219","AC074141.1","B",0.123612062401209,NA
"220","RP11-449H3.3","B",0.132375042643066,NA
"221","RBM27","B",0.112507792635925,"ENSG00000091009"
"222","ZNF205","B",0.107431684433931,"ENSG00000122386"
"223","CEP162","B",0.124192209264254,"ENSG00000135315"
"224","SNAI3","B",0.109724161624975,"ENSG00000185669"
"225","H3F3B","B",0.113338508995272,NA
"226","CAPSL","B",0.132322827934072,"ENSG00000152611"
"227","IL7R","B",0.117833621578401,"ENSG00000168685"
"228","PECAM1","B",0.0826870742532903,"ENSG00000261371"
"229","CCNK","B",0.132888129538383,"ENSG00000090061"
"230","KRT77","B",0.0680525410148254,"ENSG00000189182"
"231","KRT72","B",0.120636200156929,"ENSG00000170486"
"232","RAMP1","B",0.102903801882402,"ENSG00000132329"
"233","RBM15","B",0.0648000972351909,"ENSG00000162775"
"234","B3GALT5","B",0.11612066163559,"ENSG00000183778"
"235","TMEM59","B",0.0483511753471537,"ENSG00000116209"
"236","ACTR3C","B",0.0860396762420167,"ENSG00000106526"
"237","SCN2B","B",0.117621786628637,"ENSG00000149575"
"238","TMEM150B","B",0.0493316177271754,"ENSG00000180061"
"239","AC138028.1","B",0.0873733746100885,NA
"240","PZP","B",0.112030497920593,"ENSG00000126838"
"241","HSPBP1","B",0.0415656017286114,"ENSG00000133265"
"242","CRABP1","B",0.125810310182595,"ENSG00000166426"
"243","TCTN2","B",0.110805245861368,"ENSG00000168778"
"244","ZNF480","B",0.099432996508851,"ENSG00000198464"
"245","CNOT11","B",0.0351452817557945,"ENSG00000158435"
"246","KCNH6","B",0.120947742109744,"ENSG00000173826"
"247","BRSK1","B",0.0791168306579588,"ENSG00000160469"
"248","SLC9A3R1","B",0.0796418972939159,NA
"249","MBLAC2","B",0.119609892003224,"ENSG00000176055"
"250","STK11IP","B",0.124681374138785,"ENSG00000144589"
"251","EFNB1","B",0.126033338679001,"ENSG00000090776"
"252","PTGDR2","B",0.095225737439684,"ENSG00000183134"
"253","SMIM23","B",0.129917604712731,"ENSG00000185662"
"254","CD52","B",0.103635254470482,"ENSG00000169442"
"255","LRRC61","B",0.0850849061449925,"ENSG00000127399"
"256","NGFR","B",0.0749256029945534,"ENSG00000064300"
"257","ZBED6CL","B",0.0583177929388872,NA
"258","CRYGN","B",0.117295527324855,"ENSG00000127377"
"259","PPP6R1","B",0.123055440746456,"ENSG00000105063"
"260","ACKR3","B",0.0698396005227486,"ENSG00000144476"
"261","AMPD1","B",0.115394525577115,"ENSG00000116748"
"262","MILR1","B",0.110942763575852,"ENSG00000271605"
"263","FITM1","B",0.129141672441389,"ENSG00000139914"
"264","POLE4","B",0.0855745752743926,"ENSG00000115350"
"265","SFTPA2","B",0.0792815491963227,"ENSG00000185303"
"266","XIAP","B",0.0545887830803572,"ENSG00000101966"
"267","KIAA1107","B",0.117544169725827,NA
"268","KIAA1524","B",0.0846059299106778,NA
"269","CTD-2537I9.19","B",0.099390124993398,NA
"270","TNNI3","B",0.131871965914664,"ENSG00000129991"
"271","B9D2","B",0.0879560449782208,"ENSG00000123810"
"272","FBXO32","B",0.11288884252589,"ENSG00000156804"
"273","TMEM86A","B",0.132708569122486,"ENSG00000151117"
"274","CCNL1","B",0.126502556215832,"ENSG00000163660"
"275","CT45A1","B",0.102387397250574,"ENSG00000268940"
"276","XCR1","B",0.12016229236743,"ENSG00000173578"
"277","C1orf226","B",0.118943910957761,"ENSG00000239887"
"278","S100A9","B",0.074965597782698,"ENSG00000163220"
"279","LILRA4","B",0.111025358639525,"ENSG00000239961"
"280","KRT18","B",0.069101586612015,"ENSG00000111057"
"281","AC234582.1","B",0.117847903085678,NA
"282","CTD-2587H24.4","B",0.119501917714919,NA
"283","SPRYD3","B",0.0983095967042125,"ENSG00000167778"
"284","RP11-565P22.6","B",0.11920424196857,NA
"285","FAM71E2","B",0.118552353462877,NA
"286","AMTN","B",0.0964499877271505,"ENSG00000187689"
"287","APOBEC1","B",0.123165427136863,"ENSG00000111701"
"288","CEP95","B",0.11714907893104,"ENSG00000258890"
"289","UTP3","B",0.10160439390993,"ENSG00000132467"
"290","C21orf140","B",0.104138204094477,"ENSG00000222018"
"291","ACAD8","B",0.123464390557455,"ENSG00000151498"
"292","C4orf26","B",0.0749726474643179,NA
"293","KLRC2","B",0.134368819622121,"ENSG00000205809"
"294","RBM3","B",0.0975716162962646,"ENSG00000102317"
"295","POLG2","B",0.105338484594296,"ENSG00000256525"
"296","CLEC6A","B",0.0953524627885979,"ENSG00000205846"
"297","CD69","B",0.0818933031778509,"ENSG00000110848"
"298","TREML4","B",0.116473591358198,"ENSG00000188056"
"299","SCGB1C2","B",0.131522234393339,"ENSG00000268320"
"300","LTC4S","B",0.132545714354032,"ENSG00000213316"
"301","CAMK2G","Mono",0.0986921735588018,"ENSG00000148660"
"302","CYP46A1","Mono",0.0557550459890509,"ENSG00000036530"
"303","SLC2A13","Mono",0.165567843781946,"ENSG00000151229"
"304","MGAT3","Mono",0.12833522508121,"ENSG00000128268"
"305","GOLGA6L22","Mono",0.157365126166692,"ENSG00000277865"
"306","BLCAP","Mono",0.147980008234788,"ENSG00000166619"
"307","PLEKHG5","Mono",0.167913290024136,"ENSG00000171680"
"308","TBC1D2","Mono",0.0673639965456009,"ENSG00000095383"
"309","JAML","Mono",0.0408130157959574,"ENSG00000160593"
"310","CARD10","Mono",0.125548051965493,"ENSG00000100065"
"311","SBK1","Mono",0.121146023193245,"ENSG00000188322"
"312","CCDC167","Mono",0.0725852071260545,"ENSG00000198937"
"313","NOL9","Mono",0.168318590472566,"ENSG00000162408"
"314","CCDC191","Mono",0.126736157910294,"ENSG00000163617"
"315","MTTP","Mono",0.130977101187986,"ENSG00000138823"
"316","QTRT2","Mono",0.142027055116008,"ENSG00000151576"
"317","SLC2A4","Mono",0.11659346613671,"ENSG00000181856"
"318","DCAF7","Mono",0.157666908697062,"ENSG00000136485"
"319","HHIPL1","Mono",0.151312891581102,"ENSG00000182218"
"320","MZT2A","Mono",0.145827225974132,"ENSG00000173272"
"321","IGSF9B","Mono",0.122911257092796,"ENSG00000080854"
"322","NRK","Mono",0.12437144279315,"ENSG00000123572"
"323","GLMN","Mono",0.158004111991479,"ENSG00000174842"
"324","ANO6","Mono",0.146707115413249,"ENSG00000177119"
"325","PLCXD1","Mono",0.164255529490179,"ENSG00000182378"
"326","PSMB3","Mono",0.0716496857964622,"ENSG00000277791"
"327","AD000671.6","Mono",0.166414814655191,NA
"328","LZTS1","Mono",0.140666595524998,"ENSG00000061337"
"329","GZMM","Mono",0.0871355724845059,"ENSG00000197540"
"330","PLGLB1","Mono",0.164159895700121,"ENSG00000183281"
